"date","isin","ticker","ticker_raw","name","sector","prior_shares","today_shares","shares_delta","prior_weight","today_weight","weight_delta","price","dollar_flow","flow_type","gap_days"
"2025-11-19","US26441C5013","DUK-A","DUK","DUKE ENERGY CORP","Utility",3127518.0,3126162.0,-1356.0,0.55191,0.55298,0.00107,24.87,-33723.72,"SELL",1
"2025-11-19","US61762V6065","MS-K","MS","MORGAN STANLEY","Financial Institutions",3127494.0,3126138.0,-1356.0,0.54015,0.54053,0.00038,24.31,-32964.36,"SELL",1
"2025-11-19","US0200028381","ALL-H","ALL","ALLSTATE CORPORATION (THE)","Financial Institutions",3596646.0,3595086.0,-1560.0,0.53779,0.53902,0.00123,21.08,-32884.8,"SELL",1
"2025-11-19","US00206R5081","T-A","T","AT&T INC","Industrial",3753072.0,3751444.0,-1628.0,0.53271,0.53231,-0.0004,19.95,-32478.6,"SELL",1
"2025-11-19","US1167942077","BRKR","BRKR","BRUKER CORPORATION","Industrial",215791.0,215699.0,-92.0,0.50989,0.51979,0.0099,338.81,-31170.52,"SELL",1
"2025-11-19","US14040H7825","COF-J","COF","CAPITAL ONE FINANCIAL CORPORATION","Financial Institutions",3909422.0,3907726.0,-1696.0,0.50363,0.50224,-0.00139,18.07,-30646.72,"SELL",1
"2025-11-19","US61762V8616","MS-O","MS","MORGAN STANLEY","Financial Institutions",4065772.0,4064008.0,-1764.0,0.50013,0.50209,0.00196,17.37,-30640.68,"SELL",1
"2025-11-19","US65339K8374","NEE","NEE","NEXTERA ENERGY CAPITAL HOLDINGS IN","Utility",2736400.0,2735200.0,-1200.0,0.4955,0.49608,0.00058,25.5,-30600.0,"SELL",1
"2025-11-19","US5949728878","MSTR","MSTR","MICROSTRATEGY INCORPORATED","Industrial",999748.0,999348.0,-400.0,0.57258,0.54251,-0.03007,76.33,-30532.0,"SELL",1
"2025-11-19","US98389B8789","XEL","XEL","XCEL ENERGY INC","Utility",2814800.0,2813600.0,-1200.0,0.49892,0.5005,0.00158,25.01,-30012.0,"SELL",1
"2025-11-19","US61762V2007","MS-E","MS","MORGAN STANLEY","Financial Institutions",2697515.0,2696347.0,-1168.0,0.48807,0.49019,0.00212,25.56,-29854.08,"SELL",1
"2025-11-19","US61747S5047","MS","MS","MORGAN STANLEY","Financial Institutions",3440296.0,3438804.0,-1492.0,0.49441,0.48844,-0.00597,19.97,-29795.24,"SELL",1
"2025-11-19","US10950A2050","BTSG","BTSG","BRIGHTSPRING HEALTH SERVICES UNITS","Industrial",625476.0,625204.0,-272.0,0.47375,0.48595,0.0122,109.28,-29724.16,"SELL",1
"2025-11-19","US0605052291","BAC","BAC","BANK OF AMERICA CORP","Financial Institutions",2693632.0,2692464.0,-1168.0,0.4784,0.47895,0.00055,25.01,-29211.68,"SELL",1
"2025-11-19","US61763E2072","MS-F","MS","MORGAN STANLEY DS","Financial Institutions",2658361.0,2657209.0,-1152.0,0.47609,0.47778,0.00169,25.28,-29122.56,"SELL",1
"2025-11-19","US04686J8615","ATH-A","ATH","ATHENE HOLDING DS REPRESENTING   P","Financial Institutions",2697514.0,2696346.0,-1168.0,0.47794,0.47695,-0.00099,24.87,-29048.16,"SELL",1
"2025-11-19","US82452J3077","FOUR","FOUR","SHIFT4 PAYMENTS INC","Industrial",781903.0,781563.0,-340.0,0.45879,0.45783,-0.00096,82.36,-28002.4,"SELL",1
"2025-11-19","US8425878001","SO","SO","SOUTHERN COMPANY (THE)","Utility",3127518.0,3126162.0,-1356.0,0.44547,0.44603,0.00056,20.06,-27201.36,"SELL",1
"2025-11-19","US5949728613","MSTR-A","MSTR","MICROSTRATEGY  PERP STRIDE SER A P","Industrial",934727.0,934323.0,-404.0,0.44243,0.44146,-0.00097,66.43,-26837.72,"SELL",1
"2025-11-19","US55261F8648","MTB-J","MTB","M T BK DEP INT PERP PFD STK SER J","Financial Institutions",2345694.0,2344678.0,-1016.0,0.44171,0.44043,-0.00128,26.41,-26832.56,"SELL",1
"2025-11-19","US59156R8503","MET-F","MET","METLIFE INC","Financial Institutions",3127518.0,3126162.0,-1356.0,0.43904,0.43914,0.0001,19.75,-26781.0,"SELL",1
"2025-11-19","US06053U6010","BAC","BAC","BANK AMER DS REPRESENTING   NON CU","Financial Institutions",2755051.0,2753855.0,-1196.0,0.43324,0.43326,2e-05,22.12,-26455.52,"SELL",1
"2025-11-19","US94988U1280","WFC","WFC","WELLS FARGO & COMPANY","Financial Institutions",3162042.0,3160670.0,-1372.0,0.43156,0.43005,-0.00151,19.13,-26246.36,"SELL",1
"2025-11-19","US59156R8768","MET-E","MET","METLIFE INC","Financial Institutions",2517637.0,2516545.0,-1092.0,0.42393,0.42528,0.00135,23.76,-25945.92,"SELL",1
"2025-11-19","US74913G8814","CTL","CTL","QWEST CORP","Industrial",3057209.0,3055885.0,-1324.0,0.42137,0.42188,0.00051,19.41,-25698.84,"SELL",1
"2025-11-19","US95002Y4008","WFC","WFC","WELLS FARGO & COMPANY","Financial Institutions",3375692.0,3374228.0,-1464.0,0.41572,0.41639,0.00067,17.35,-25400.4,"SELL",1
"2025-11-19","US8085136005","SCHW-D","SCHW","CHARLES SCHWAB CORPORATION (THE)","Financial Institutions",2345711.0,2344695.0,-1016.0,0.41394,0.41492,0.00098,24.88,-25278.08,"SELL",1
"2025-11-19","US00775V1044","AEGON","AEGON","AEGON FUNDING CORPORATION II","Financial Institutions",2892985.0,2891733.0,-1252.0,0.41268,0.41032,-0.00236,19.95,-24977.4,"SELL",1
"2025-11-19","US0357108705","NLY-F","NLY","ANNALY CAPITAL MANAGEMENT INC","Financial Institutions",2251856.0,2250880.0,-976.0,0.40824,0.40872,0.00048,25.53,-24917.28,"SELL",1
"2025-11-19","US9029731554","USB-B","USB","US BANCORP","Financial Institutions",3127522.0,3126166.0,-1356.0,0.40689,0.4049,-0.00199,18.21,-24692.76,"SELL",1
"2025-11-19","US48128B6222","JPM","JPM","JPMORGAN CHASE & CO","Financial Institutions",2814814.0,2813594.0,-1220.0,0.40269,0.40354,0.00085,20.16,-24595.2,"SELL",1
"2025-11-19","US89832Q6952","TFC-R","TFC","TRUIST FINANCIAL DRC CORP","Financial Institutions",2892987.0,2891735.0,-1252.0,0.3934,0.39284,-0.00056,19.1,-23913.2,"SELL",1
"2025-11-19","US0605051798","BAC","BAC","BANK OF AMERICA CORP","Financial Institutions",2088853.0,2087949.0,-904.0,0.38091,0.38166,0.00075,25.7,-23232.8,"SELL",1
"2025-11-19","US06055H2022","BAC","BAC","BANK OF AMERICA CORPORATION DEPOSI","Financial Institutions",2590090.0,2588966.0,-1124.0,0.377,0.37896,0.00196,20.58,-23131.92,"SELL",1
"2025-11-19","US7593518852","RGA","RGA","REINSURANCE GROUP OF AMERICA INCOR","Financial Institutions",2189983.0,2189083.0,-900.0,0.39656,0.39641,-0.00015,25.46,-22914.0,"SELL",1
"2025-11-19","US8168516040","SRE","SRE","SEMPRA ENERGY","Utility",2369084.0,2368056.0,-1028.0,0.37087,0.37088,1e-05,22.02,-22636.56,"SELL",1
"2025-11-19","US3453708378","F","F","FORD MOTOR COMPANY","Industrial",2502042.0,2500958.0,-1084.0,0.3704,0.37106,0.00066,20.86,-22612.24,"SELL",1
"2025-11-19","US65339K8606","NEE","NEE","NEXTERA ENERGY CAPITAL HOLDINGS IN","Utility",2150221.0,2149289.0,-932.0,0.36954,0.36979,0.00025,24.19,-22545.08,"SELL",1
"2025-11-19","US95002Y2028","WFC","WFC","WELLS FARGO & COMPANY","Financial Institutions",2817867.0,2816647.0,-1220.0,0.35702,0.3574,0.00038,17.84,-21764.8,"SELL",1
"2025-11-19","US3453708451","F","F","FORD MOTOR COMPANY","Industrial",2345692.0,2344676.0,-1016.0,0.35656,0.35571,-0.00085,21.33,-21671.28,"SELL",1
"2025-11-19","US0200027888","ALL-J","ALL","ALLSTATE DEP REPSTG  TH NON CUM PE","Financial Institutions",1876566.0,1875754.0,-812.0,0.3551,0.35435,-0.00075,26.56,-21566.72,"SELL",1
"2025-11-19","US03769M2052","APO","APO","APOLLO GLOBAL MANAGEMENT INC","Financial Institutions",1876566.0,1875754.0,-812.0,0.34912,0.35128,0.00216,26.33,-21379.96,"SELL",1
"2025-11-19","US4932678430","KEY","KEY","KEYCORP","Financial Institutions",1876567.0,1875755.0,-812.0,0.33661,0.33714,0.00053,25.27,-20519.24,"SELL",1
"2025-11-19","US48251W6093","KKR","KKR","KKR & CO INC","Financial Institutions",1845241.0,1844441.0,-800.0,0.33361,0.33505,0.00144,25.54,-20432.0,"SELL",1
"2025-11-19","US2333317921","DTE","DTE","DTE ENERGY COMPANY","Utility",1876566.0,1875754.0,-812.0,0.33448,0.3346,0.00012,25.08,-20364.96,"SELL",1
"2025-11-19","US1258968452","CMS","CMS","CMS ENERGY CORPORATION","Utility",1970388.0,1969536.0,-852.0,0.33346,0.33274,-0.00072,23.75,-20235.0,"SELL",1
"2025-11-19","US38143Y6656","GS-A","GS","GOLDMAN SACHS GROUP INC","Financial Institutions",2345616.0,2344600.0,-1016.0,0.33161,0.32735,-0.00426,19.63,-19944.08,"SELL",1
"2025-11-19","US8425878670","SO","SO","SOUTHERN COMPANY (THE)","Utility",1767134.0,1766370.0,-764.0,0.32588,0.3264,0.00052,25.98,-19848.72,"SELL",1
"2025-11-19","US21871X2080","CRBG","CRBG","COREBRIDGE FINANCIAL INC","Financial Institutions",1876566.0,1875754.0,-812.0,0.3257,0.32566,-4e-05,24.41,-19820.92,"SELL",1
"2025-11-19","US04686J8383","ATH","ATH","ATHENE HOLDING LTD","Financial Institutions",1798322.0,1797542.0,-780.0,0.32347,0.32461,0.00114,25.39,-19804.2,"SELL",1
"2025-11-19","US16115Q4073","GTLS","GTLS","CHART INDS DEPOSITARY  TH CONV SER","Industrial",629443.0,629171.0,-272.0,0.32377,0.32489,0.00112,72.6,-19747.2,"SELL",1
"2025-11-19","US87165B2025","SYF-A","SYF","SYNCHRONY FINANCIAL","Financial Institutions",2345922.0,2344922.0,-1000.0,0.32999,0.32781,-0.00218,19.65,-19650.0,"SELL",1
"2025-11-19","US00123Q8722","AGNC-F","AGNC","AGNC INVESTMENT CORP","Financial Institutions",1798323.0,1797543.0,-780.0,0.3176,0.31758,-2e-05,24.84,-19375.2,"SELL",1
"2025-11-19","US06055H8060","BAC","BAC","BANK OF AMERICA CORP","Financial Institutions",2575458.0,2574342.0,-1116.0,0.31535,0.31603,0.00068,17.26,-19262.16,"SELL",1
"2025-11-19","US94988U6560","WFC-Y","WFC","WELLS FARGO & COMPANY","Financial Institutions",1841256.0,1840456.0,-800.0,0.31461,0.31508,0.00047,24.07,-19256.0,"SELL",1
"2025-11-19","US12542R3084","CHSINC","CHSINC","CHS CUMULATIVE REDEEMABLE PREF CLA","Industrial",1677814.0,1677086.0,-728.0,0.31333,0.3136,0.00027,26.29,-19139.12,"SELL",1
"2025-11-19","US82846H5046","QXO","QXO","QXO INC","Industrial",899191.0,898803.0,-388.0,0.31474,0.30954,-0.0052,48.42,-18786.96,"SELL",1
"2025-11-19","US3453708113","F","F","FORD MOTOR COMPANY","Industrial",1876566.0,1875754.0,-812.0,0.30867,0.30685,-0.00182,23.0,-18676.0,"SELL",1
"2025-11-19","US59156R5046","MET-A","MET","METLIFE INC","Financial Institutions",1876566.0,1875754.0,-812.0,0.30282,0.30325,0.00043,22.73,-18456.76,"SELL",1
"2025-11-19","US7443208050","PRU","PRU","PRUDENTIAL FINANCIAL INC","Financial Institutions",1767134.0,1766370.0,-764.0,0.29956,0.29939,-0.00017,23.83,-18206.12,"SELL",1
"2025-11-19","US8425878837","SO","SO","SOUTHERN COMPANY (THE)","Utility",2345692.0,2344676.0,-1016.0,0.29786,0.29768,-0.00018,17.85,-18135.6,"SELL",1
"2025-11-19","US0605051954","BAC","BAC","BANK OF AMERICA DEP REPRESENTING","Financial Institutions",1687600.0,1686868.0,-732.0,0.2957,0.29659,0.00089,24.72,-18095.04,"SELL",1
"2025-11-19","US74913G8731","CTL","CTL","QWEST CORP","Industrial",2064180.0,2063284.0,-896.0,0.29372,0.29365,-7e-05,20.01,-17928.96,"SELL",1
"2025-11-19","US12542R8034","CHSINC","CHSINC","CHS INC","Industrial",1618505.0,1617805.0,-700.0,0.29261,0.29377,0.00116,25.53,-17871.0,"SELL",1
"2025-11-19","US7838922018","EIX-M","EIX","SCE TRUST VII","Utility",1720215.0,1719471.0,-744.0,0.28783,0.29364,0.00581,24.01,-17863.44,"SELL",1
"2025-11-19","US8794337613","TDS","TDS","TELEPHONE AND DATA SYSTEMS INC","Industrial",2158018.0,2157082.0,-936.0,0.28871,0.29227,0.00356,19.05,-17830.8,"SELL",1
"2025-11-19","US0200023093","ALL","ALL","ALLSTATE CORPORATION (THE)","Financial Institutions",1563789.0,1563113.0,-676.0,0.29137,0.29206,0.00069,26.27,-17758.52,"SELL",1
"2025-11-19","US9029737593","USB-K","USB","US BANCORP","Financial Institutions",1798325.0,1797545.0,-780.0,0.29108,0.29009,-0.00099,22.69,-17698.2,"SELL",1
"2025-11-19","US12542R7044","CHSINC","CHSINC","CHS RESET RATE CUMULATIVE REDEEMAB","Industrial",1539882.0,1539182.0,-700.0,0.27349,0.27369,0.0002,25.0,-17500.0,"SELL",1
"2025-11-19","US0640588457","BK-K","BK","BANK OF NEW YORK MELLON CORP/THE","Financial Institutions",1563796.0,1563120.0,-676.0,0.28672,0.28695,0.00023,25.81,-17447.56,"SELL",1
"2025-11-19","US05990K8412","BANC-F","BANC","BANC OF CALIFORNIA INC","Financial Institutions",1605218.0,1604522.0,-696.0,0.28475,0.28587,0.00112,25.05,-17434.8,"SELL",1
"2025-11-19","US7591EP8604","RF","RF","REGIONS FINANCIAL CORPORATION","Financial Institutions",1563803.0,1563127.0,-676.0,0.28428,0.28451,0.00023,25.59,-17298.84,"SELL",1
"2025-11-19","US04686J5074","ATH-E","ATH","ATHENE HLDG LTD DEP SHR REPSTG   I","Financial Institutions",1563789.0,1563113.0,-676.0,0.28272,0.28417,0.00145,25.56,-17278.56,"SELL",1
"2025-11-19","US87165B4005","SYF-B","SYF","SYNCHRONY FINANCIAL","Financial Institutions",1563789.0,1563113.0,-676.0,0.28572,0.28361,-0.00211,25.51,-17244.76,"SELL",1
"2025-11-19","US89832Q7455","TFC-O","TFC","TRUIST FINANCIAL PERPETUAL PREF SE","Financial Institutions",1798324.0,1797544.0,-780.0,0.27808,0.27744,-0.00064,21.7,-16926.0,"SELL",1
"2025-11-19","US4932677028","KEY-E","KEY","KEYCORP","Financial Institutions",1563791.0,1563115.0,-676.0,0.27784,0.2775,-0.00034,24.96,-16872.96,"SELL",1
"2025-11-19","US26441C4024","DUK","DUK","DUKE ENERGY CORP","Utility",1563796.0,1563120.0,-676.0,0.27629,0.27628,-1e-05,24.85,-16798.6,"SELL",1
"2025-11-19","US06055H4002","BAC","BAC","BANK OF AMERICA CORP","Financial Institutions",2128757.0,2127833.0,-924.0,0.2685,0.26924,0.00074,17.79,-16437.96,"SELL",1
"2025-11-19","US9029737189","USB-M","USB","US BANCORP","Financial Institutions",2345694.0,2344678.0,-1016.0,0.26975,0.26966,-9e-05,16.17,-16428.72,"SELL",1
"2025-11-19","US7591EP7044","RF-C","RF","REGIONS FINANCIAL CORPORATION","Financial Institutions",1563790.0,1563114.0,-676.0,0.26022,0.25904,-0.00118,23.3,-15750.8,"SELL",1
"2025-11-19","US97650W7020","WTFC-F","WTFC","WINTRUST FINANCIAL CORPORATION","Financial Institutions",1328850.0,1328250.0,-600.0,0.24741,0.24799,0.00058,26.25,-15750.0,"SELL",1
"2025-11-19","US3167736053","FITB-I","FITB","FIFTH THIRD BANCORP DEPOSITARY SHA","Financial Institutions",1407426.0,1406814.0,-612.0,0.25545,0.25555,0.0001,25.54,-15630.48,"SELL",1
"2025-11-19","US6494452021","FLG-A","FLG","NEW YORK COMMUNITY BANCORP INT FXD","Financial Institutions",1610650.0,1609950.0,-700.0,0.25465,0.25478,0.00013,22.25,-15575.0,"SELL",1
"2025-11-19","US64828T7063","RITM-D","RITM","NEW RESIDENTIAL INVESTMENT CORP","Financial Institutions",1454299.0,1453667.0,-632.0,0.25313,0.2529,-0.00023,24.46,-15458.72,"SELL",1
"2025-11-19","US9029738666","USB-A","USB","US BANCORP","Financial Institutions",44936.0,44916.0,-20.0,0.24817,0.24631,-0.00186,771.0,-15420.0,"SELL",1
"2025-11-19","US0357108473","NLY-I","NLY","ANNALY CAPITAL MANAGEMENT INC","Financial Institutions",1383915.0,1383315.0,-600.0,0.25069,0.25089,0.0002,25.5,-15300.0,"SELL",1
"2025-11-19","US8085138654","SCHW-J","SCHW","CHARLES SCHWAB CORPORATION (THE)","Financial Institutions",1876566.0,1875754.0,-812.0,0.25119,0.25082,-0.00037,18.8,-15265.6,"SELL",1
"2025-11-19","US8574778556","STT-G","STT","STATE STREET CORP","Financial Institutions",1563790.0,1563114.0,-676.0,0.24835,0.24804,-0.00031,22.31,-15081.56,"SELL",1
"2025-11-19","US14040H7585","COF-L","COF","CAPITAL ONE FINANCIAL CORPORATION","Financial Institutions",2111099.0,2110183.0,-916.0,0.24652,0.24644,-8e-05,16.42,-15040.72,"SELL",1
"2025-11-19","US0082528276","AMG","AMG","AFFILIATED MANAGERS GROUP INC.","Financial Institutions",1407426.0,1406814.0,-612.0,0.24188,0.24155,-0.00033,24.14,-14773.68,"SELL",1
"2025-11-19","US0357108622","NLY-G","NLY","ANNALY CAPITAL MANAGEMENT INC","Financial Institutions",1329175.0,1328599.0,-576.0,0.2371,0.23757,0.00047,25.14,-14480.64,"SELL",1
"2025-11-19","US12542R5063","CHSINC","CHSINC","CHS INC","Industrial",1313601.0,1313033.0,-568.0,0.23498,0.2359,0.00092,25.26,-14347.68,"SELL",1
"2025-11-19","US1746106004","CFG-H","CFG","CITIZENS FINANCIAL GROUP INC","Financial Institutions",1251031.0,1250487.0,-544.0,0.23372,0.23418,0.00046,26.33,-14323.52,"SELL",1
"2025-11-19","US74460W5528","PSA-L","PSA","PUBLIC STORAGE","Financial Institutions",1767134.0,1766370.0,-764.0,0.23291,0.23393,0.00102,18.62,-14225.68,"SELL",1
"2025-11-19","BMG1624R1079","BPY","BPYPM","BROOKFIELD PROPERTY PREFERRED PREF","Industrial",2098937.0,2098029.0,-908.0,0.23468,0.2313,-0.00338,15.5,-14074.0,"SELL",1
"2025-11-19","US2003407010","CMA-B","CMA","COMERICA INCORPORATED","Financial Institutions",1251031.0,1250487.0,-544.0,0.22893,0.22996,0.00103,25.86,-14067.84,"SELL",1
"2025-11-19","US8726521029","TPG","TPG","TPG OPERATING GROUP II LP","Financial Institutions",1251030.0,1250486.0,-544.0,0.22902,0.22929,0.00027,25.78,-14024.32,"SELL",1
"2025-11-19","US1746108083","CFG-I","CFG","CITIZENS FINANCIAL GROUP INC","Financial Institutions",1251031.0,1250487.0,-544.0,0.22706,0.22707,1e-05,25.53,-13888.32,"SELL",1
"2025-11-19","US61762V8046","MS-L","MS","MORGAN STANLEY","Financial Institutions",1563789.0,1563113.0,-676.0,0.22662,0.22658,-4e-05,20.38,-13776.88,"SELL",1
"2025-11-19","US00123Q8078","AGNC-E","AGNC","AGNC INVESTMENT CORP","Financial Institutions",1258886.0,1258342.0,-544.0,0.22546,0.22604,0.00058,25.26,-13741.44,"SELL",1
"2025-11-19","US7593518027","RGA","RGA","REINSURANCE GROUP OF AMERICA INCOR","Financial Institutions",1251030.0,1250486.0,-544.0,0.22201,0.22272,0.00071,25.04,-13621.76,"SELL",1
"2025-11-19","US8425874042","SO","SO","SOUTHERN COMPANY (THE)","Utility",1407426.0,1406814.0,-612.0,0.21952,0.21973,0.00021,21.96,-13439.52,"SELL",1
"2025-11-19","US87264A1051","TMUS","TMUS","T-MOBILE USA INC","Industrial",1230689.0,1230157.0,-532.0,0.22032,0.22031,-1e-05,25.18,-13395.76,"SELL",1
"2025-11-19","US74460W4612","PSA-P","PSA","PUBLIC STORAGE","Financial Institutions",1888270.0,1887450.0,-820.0,0.21728,0.21802,0.00074,16.24,-13316.8,"SELL",1
"2025-11-19","US64828T5083","RITM-C","RITM","NEW RESIDENTIAL INVESTMENT CORP","Financial Institutions",1243462.0,1242922.0,-540.0,0.21705,0.21756,0.00051,24.61,-13289.4,"SELL",1
"2025-11-19","US04686J4085","ATH-D","ATH","ATHENE HOLDING DS REPRESENTING A","Financial Institutions",1798322.0,1797542.0,-780.0,0.21764,0.21671,-0.00093,16.95,-13221.0,"SELL",1
"2025-11-19","US06055H6080","BAC","BAC","BANK OF AMERICA DRC CORP","Financial Institutions",1803129.0,1802349.0,-780.0,0.21464,0.21472,8e-05,16.75,-13065.0,"SELL",1
"2025-11-19","US4932678687","KEY-G","KEY","KEYCORP","Financial Institutions",1407426.0,1406814.0,-612.0,0.21474,0.21333,-0.00141,21.32,-13047.84,"SELL",1
"2025-11-19","US4932678760","KEY-F","KEY","KEYCORP","Financial Institutions",1349598.0,1349014.0,-584.0,0.20821,0.20773,-0.00048,21.65,-12643.6,"SELL",1
"2025-11-19","US87264A2042","TMUS","TMUS","T-MOBILE USA INC","Industrial",1253471.0,1252927.0,-544.0,0.2052,0.20693,0.00173,23.22,-12631.68,"SELL",1
"2025-11-19","US87161C7092","SNV-E","SNV","SYNOVUS FINANCIAL CORP.","Financial Institutions",1111398.0,1110918.0,-480.0,0.20535,0.20585,0.0005,26.05,-12504.0,"SELL",1
"2025-11-19","US30190A2033","FG","FG","F&G ANNUITIES & LIFE INC","Financial Institutions",1079009.0,1078541.0,-468.0,0.20433,0.20474,0.00041,26.69,-12490.92,"SELL",1
"2025-11-19","US87264A3032","TMUS","TMUS","T-MOBILE USA INC","Industrial",1243997.0,1243457.0,-540.0,0.20356,0.20448,0.00092,23.12,-12484.8,"SELL",1
"2025-11-19","US0158578080","AQNCN","AQNCN","ALGONQUIN POWER & UTILITIES CORP","Utility",1094591.0,1094115.0,-476.0,0.19929,0.20023,0.00094,25.73,-12247.48,"SELL",1
